,0
f9ca8dc1a265ed8a43a967ac32056af7b232a609,"['The antiviral treatment Health Care Workers with COVID-19 they took were arbidol (200 mg tid) and recombinant human interferon a2b (5 million U each time for adults, adding 2 ml of sterilized water, atomization inhalation twice daily).', '16 A latest small single-centre study has revealed the effectiveness of Tocilizumab (IL-6R blocker) in treating COVID-19 patients.', '16 However, multicenter randomized controlled trial is still needed to document the effectiveness of Tocilizumab in COVID-19.The proportion of lymphocytes subsets were within normal range in these 14 infected HCWs, including CD4 þ T cells and CD8 þ T cells.']"
edd1f6a7883f238a884d4e33eafbbefe567d2b05,"['It is worth noting that HCoV-NL63, SARS-CoV and SARS-CoV-2 spike 129 proteins bind ACE2 30 expressed at high levels in type I and II alveolar cells in the lung, 130 whereas MERS-CoV bind the dipeptidyl peptidase 4 (DPP4)/CD26), a multifunctional serine 131 peptidase known involved in T cell activation 31 .', 'Three very elegant papers 134 published in the recent weeks characterized SARS-CoV-2 entry in target cells through 135 interactions with ACE2 and serine protease TMPRSS2 priming as well as the 3-D structures 136 involved in these interactions 3, 32, 33 .']"
f61016cba6e06550905a6895d06d455b90718ffe,"['Already in patients with SARS-CoV, the development of respiratory failure was thought to be the consequence of a vigorous innate immune response, while effectiveness of tocilizumab in COVID-19 infected patients also supports the participation of a cytokine storm in severe phenotypes 1,2 .', 'In addition, COVID-19 genome polyadelnylation at J o u r n a l P r e -p r o o f the cytosol could waste adenine deposits and challenge mitochondrial permeability transition pore (MPTP).']"
a243cbc51dc8bae6b4bef45affe03cdf7fe912d6,"['Keywords: Anakinra; Covid-19; Acute Respiratory Distress Syndrome; Inflamosome IL-1 BETA.Una de las complicaciones más graves de los pacientes infectados por COVID-19 es un cuadro de fracaso cardiopulmonar denominado Síndrome de Distrés Respiratorio Agudo (SDRA).', 'Actualmente contamos con un fármaco llamado ANAKINRA, que neutraliza la actividad biológica de la interleucina-1 alfa y ß al inhibir, por mecanismos competitivos, su unión al receptor de tipo I de la interleucina-1.', 'El uso de Anakinra (anti IL 1β R) o Canakinumab (anti IL 1β) constituyen una opción terapéutica para controlar la inflamación alveolar secundaria a infección por COVID-19.', 'Por ello, es un fármaco de vida media más corta que el canakinumab y, por tanto, con grandes posibilidades de ser usada en una situación de urgencia clínica como es el SDRA por COVID-19.', 'Pese a que necesitamos ensayos clínicos aleatorizados que nos hagan avanzar el la seguridad y eficacia del anakinra en el SDRA por COVID-19, se debe considerar esta opción cuando los tratamientos actuales sean ineficaces o no estén disponibles.']"
4edce3f000daba74ef7ee369b049707cda8426ae,"['First-line antibiotics are oral amoxicillin for stable patients and ceftriaxone for severe disease, based on general recommendations for the management of pneumonia.']"
1715bd1d4f1bef50cdb5ae4b0cf44591a4a93ae5,"['Although there is currently no known effective treatment for COVID-19, reports of the use of oseltamivir, lopinavir/ritonavir, and antibiotics have been reported despite the WHO making no recommendation for the use of antiviral drugs, antibiotics, or glucocorticoids (22) .', '(25) Another familiar drug that may be viable for COVID-19 is chloroquine; it is traditionally used as an antimalarial as well as against autoimmune diseases.', 'The mechanism of action of chloroquine increases the endosomal pH above that required for virus and cell fusion whilst also interrupting the glycosylation of cellular receptors in similar viruses such as SARS-CoV.', 'When chloroquine is introduced to Vero E6 cells infected with COVID-19, it appears to treat the infection at both entry and post-entry stages of infection.', 'Chloroquine may also enhance immune modulation of cells, potentially increasing efficacy of the drug in vivo.']"
f08b4644cac2430c6225220b7c910d31300b5435,"['Indeed GO flakes can wrap and confine microorganisms by enclosing them in an insulating carbon blanket [16] .Interestingly, it has been recently demonstrated how the SARS-CoV-2 Spike S1 protein receptor-binding domain can interact with heparin and change conformation.', 'This has implications for the development of a first-line therapeutic by repurposing heparin and glycosamminoglycans-based antivirals [17] , including sulfated derivatives of GO.', 'Carbon dots combined with the natural antimicrobial polyphenol curcumin have demonstrated to be effective against coronavirus models [19] .', 'β-cyclodextrins-functionalized sulfonated graphene has been combined with curcumin (curcumin-loaded β-cyclodextrins functionalized sulfonated graphene, GSCC) to treat the respiratory syncytial virus (RSV) [20] .', 'Remarkably, hypericin is on the list of computational identified possible treatments against COVID-19 [30] .']"
217aa2e3582a495fe7f49d38865ec1182d824b5e,"['Les données sont encore parcellaires notamment sur le cycle de vie du SARS-CoV-2, ses modes de transmission et leur importance relative au cours des stades cliniques du COVID-19.', ""Modèles de dispersion du virus réactualisés et rediscutés depuis le début de l'épidémieBourouiba a récemment développé un modèle de nuage gazeux turbulent contenant des particules de différentes tailles émises à partir des voies aériennes, projetant ces particules (type gouttelettes au sens de l'OMS) de diamètre variable qui vont être retrouvées jusqu'à 8 m du patient, et se retrouver dans l'aérosol après dessiccation (noyaux de gouttelettes au sens de l'OMS) à des distances encore plus grandes 34 .Anchordoqui et Chudnovsky ont revisité les bioaérosols du point de vue des physiciens."", ""Les données provenant de l'épidémie de COVID-19 permettant de tester la présence de virus dans la fraction fine de l'aérosol sont encore très limitées, mais apportent des arguments directs et indirects sur la présence d'ARN viral dans l'air ou sur des surfaces à distance du patient source, sans pouvoir, sur la base des données disponibles, affirmer le risque de transmission de la maladie par cette fraction fine de l'aérosol inhalé, ni estimer la part relative de la fraction fine des particules dans la charge virale infectante de l'aérosol inhalé.""]"
48a707e24185a94d6f5e0b86d198b332d679791a,['The health system cannot sustain a massive influx of infectious cases into emergency units and hospitals.']
7861d72a7afedc5e7c1cf0874d9ec7abab2dbbe4,"['For example, changing into scrubs may be recommended in local guidelines 12 and/or staff may be encouraged to get changed out of their uniform before leaving work and to transport worn uniforms home in a plastic bag for washing at home.']"
3be99fd4098bcc7591e32817dedf5338c0cf5aef,"['Mice with coronavirus induced lung injury showed improvement when treated with losartan v .', 'Ibuprofen and thiazolidinediones have also been shown to do the same viii,ix .']"
5d2782186cd6fb674efc3ca900537223d2a50cab,"['This comprehensive review reports evidence on several vitamins, 329 particularly A, D and E, as well as a few trace elements, such as Zinc and Selenium.']"
3822c44cca09ac0c8c9be51a6686f3b17924b600,"['[39] Viral surface spike (S) protein of COVID-19 binds to ACE2 after spike protein activation by transmembrane protease serine 2 (TMPRSS2).', '[42] Among other diabetic medications, the use of liraglutide and pioglitazone have also been found to be related with increased ACE2 regulation in animal studies.', '[48] Different markers, including C-reactive protein, fibrinogen and D-dimer were also found to be elevated in diabetic patients who contracted COVID-19.']"
81471fa1ace5ccb2b8e276da1bbe851373dd9689,"['We also highlight the crucial role of type II transmembrane serine protease in the process of virus entry, and some approaches to treating coronavirus related diseases that target this enzyme in this review.', 'The entry and binding processes are then followed by fusion of the viral membrane and host cell [11] After fusion occurs, the type II transmembrane serine protease (TMPRSS2) that is present on the surface of the host cell will clear the ACE2 and activate the receptor-attached spike-like, S proteins [15] .Activation of the S proteins leads to conformational changes and allows the virus to enter the cells [16] .Both of these proteins (TMPRSS2 and ACE2) are the main determinants of the entry of this virus.', 'These include camostat mesylate which is a serine protease inhibitor that can inhibit the performance of TMPRSS2 enzyme activity in the coronavirus entry process.', 'For example the development of serine protease inhibitor or RBD-based vaccine also became coronavirus therapy approach.']"
6805a99a3c5a410c7729fc088e03c8c8f3ba8571,"['Mice with coronavirus induced lung injury showed improvement when treated with losartan v .', 'Ibuprofen and thiazolidinediones have also been shown to do the same viii,ix .']"
11954b84ab4d75806de1f3e6a5b6204056a41a54,"['The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) uses angiotensinconverting enzyme II (ACE2) receptor to enter the host cell and the serine protease TMPRSS2 for virus spike protein priming (2) .', 'Of note, in type 2 diabetic mice, the insulin sensitizer rosiglitazone normalized hyperglycemia, attenuated renal injury and decreased urinary ACE2 excretion and renal ADAM17 protein expression, but, unlike insulin, did not affect renal ACE2 expression (33) .', 'However, recently published treatment recommendations advise to withhold these agents during COVID-19 illness due to the increased risk of dehydration and development of diabetic ketoacidosis (DKA) (42) .Anyhow, a prospective phase III clinical study is ongoing to assess the potential effect of dapagliflozin in reducing the risk of serious complications and organ failure in hospitalized patients with COVID-19 illness (Clinicaltrials.gov NCT04350593).']"
b56e4d556af4618bfe4f63bfac8a8337dfe74ba2,"['Administration of corticosteroids (usually betamethasone, BM) is common in obstetric practice.', 'Short-term administration of methylprednisolone has been used in some cases of SARS-CoV-2, to ameliorate lung inflammation and prevent acute respiratory distress syndrome, without further data in case of pregnancy [1] .']"
6a53a64b67cc273a3c9eaf931c7e6f36eda7521e,"['The treatment regimens and their indications are shown below:Two drugs regimen (COVID-19 patient without pneumonia in the ward):Hydroxycholoquine 400 mg po bid on the first day, then 200 mg po bid for 5 days + Azithromycin 500 mg po for the first day, then 250 mg po qd for 5 daysThree drugs regimen (COVID-19 patient with pneumonia in the ward):Azithromycin 500 mg po on the first day, then 250 mg po qd for 14 days + Oseltamivir 75mg po bid for 5 daysFour drugs regimen (COVID-19 patient with pneumonia in the ICU):Hydroxycholoquine 400 mg po bid on the first day, then 200 mg po bid for 14 days + Azithromycin 500 mg po on the first day, then 250 mg po qd for 14 days + Oseltamivir 75mg po bid for 5 days + Kaletra (Lopinavir/Ritonavir [200/50mg]) po 2 tablets bid for 5 days.']"
fa2c01daf3bc750129ccf6ce5829407c647cae3a,"['Moreover, DM is a pro-inflammatory state characterized by inappropriate and exaggerated cytokine response; this has been depicted in COVID-19 patients wherein serum levels of interleukin-6 (IL-6), C-reactive protein and ferritin were significantly higher in patients with DM than those without DM (13) .', 'Lastly, COVID-19 is often associated with hypokalemia; this has been attributed to downregulation of pulmonary ACE2, reduced angiotension-II degradation and subsequent increased aldosterone secretion (4).', 'Azithromycin has also been used in combination with hydroxychloroquine in COVID-19 (31); the macrolide antibiotic can increase the risk of dysglycemia in people with diabetes mellitus (32) .Apart from worsening of hyperglycemia, a retrospective study from Wuhan reported that around 10% of the patients with T2DM and COVID-19 suffered at least one episode of hypoglycemia (<3.9 mmol/L) (33) .', 'Although used rarely, hydroxychloroquine can be good anti-diabetic medication in the present scenario as the drug has also been shown to inhibit SARS-CoV-2 infection in-vitro as well as reduce the viral load in COVID-19 patients.', 'Considering the low-cost, widespread availability, modest HbA1c reduction, once-daily dosing and relatively good tolerability, hydroxychloroquine may be a good add-on drug during this outbreak for patients with poor glucose control, provided contraindications like diabetic retinopathy and cardiomyopathy has been ruled out (39) .', 'Similarly, tocilizumab, a monoclonal antibody against IL-6, is being tried in patients with 11 COVID-19.', 'Tocilizumab is known to improve insulin resistance and reduce HbA1c in patients with rheumatoid arthritis and diabetes mellitus (42) .', 'In addition, remdesivir, an adenosine analogue that inhibits viral replication, does not affect blood glucose and lipids when compared to placebo (45) .']"
3211b0da0fdd1240f8538b8a95de7c7e3a9f64d2,['This paper shows the reader the applications of AI and presents an underlying picture of how modern technology could react to the COVID-19 pandemic.']
d5f33fd66c490e505ad1557256826a90527604d3,"['Liver dysfunction, elevated ALTArtificial Intelligence (AI) analysis [36] revealed that a mildly elevated liver enzyme Alanine aminotransferase (ALT) is the most predictive clinical biomarker in newly infected patients with SARS-CoV-2 for later development of ARDS.', 'Several other research groups have also found a relationship between COVID-19 and liver injury, in particular, abnormal levels of ALT and Aspartate aminotransferase (AST) (for review see [5] ).']"
421f0b858dd79c769f6782a76f5c32951c7b5d5c,"[""BackgroundIn the two main adverse event reporting databases, Vigibase (the World Health Organization's database of individual case safety reports from 130 countries ) and FAERS (US Food and Drug Administration Adverse Event Reporting System), the number of sudden cardiac deaths reported with potential COVID-19 treatments are, respectively, 81 and 105 for hydroxychloroquine, 26 and 48 for lopinovir/ritonavir, 54 and 151 for imatinib and 27 and 251 for azithromycin."", 'Although a degree of underreporting of adverse events in these databases is likely, it is worthwhile noting that hydroxychloroquine or azithromycin, for instance, have been prescribed for decades to hundreds of millions of patients worldwide.', 'on the potential benefits of combined hydroxychloroquine and azithromycin [5] , an ECG was performed before initiating treatment and at inpatients with more severe symptoms of COVID-19, including some in critical care, hydroxychloroquine/azithromycin prolonged the QTc to > 500 ms in 11% [6] .', 'To minimize the risk of a cardiac event for COVID-19 patients treated with drugs that have a cardiac effect, we suggest different work-up and follow-up depending on their clinical status, biochemical parameters (potassium and creatinine blood level at a minimum) and disease severity (outpatients vs inpatients) (Fig.)']"
3a32042e78fa3dc60f629d85e3249739b0afcfc2,"['Recently, we demonstrated that COVID-19 severity in adult patients was strongly associated with higher interleukin-6 (IL-6) levels.']"
1db68d4b870afb643cfc25ac7ca70c0b9bd684ad,['Figure 1 : Adjusted annual visit rates among patients cared for by telemedicine-using versus telemedicine non-using subspecialists by patient characteristics Figure 1 Legend.']
b620602f39bfc278218ca7df0590fd5f03b361ab,['Prolonged anticoagulation with low-molecular-weight heparin is strongly recommended (12) .The rapid spread of the COVID-19 pandemic will probably modify the organization and functioning of PMR services.']
43e9fddd5958ee6a00e553db81c7c3594fba8b21,"['Les patients cirrhotiques sont possiblement plus à risque de faire une infection sévère à COVID-19 bien que cela ne soit pas encore documenté dans la littérature.', ""Il n'a à ce jour été rapporté aucun cas d'infection sévère liée au COVID-19 chez des patients atteints de MICI et exposés soit à un traitement immuno-suppresseur (azathioprine, méthotrexate) soit à un anti-corps monoclonal (anti-TNF, ustékinumab, védolizumab)."", ""Bien que cela ne soit pas encore validé, il semble souhaitable de s'assurer immédiatement avant la reprise du traitement de la négativation d'au moins un prélèvement pharyngé soit à l'issue de la quarantaine (patient ambulatoire) soit après résolution des symptômes chez un patient hospitalisé.Il est actuellement effectué de la téléconsultation dans l'immense majorité des cas pour tout type de pathologie digestive.""]"
9d41e2dc68f1ef32a6180ba932dda9b781ec566d,"['Data concerning co-morbidities is limited because the majority of patients with non-complicated acute appendicitis were young and did not have associated severe disease, but common sense must prevail before proposing non-surgical treatment to patients with at-risk antecedent history (immunosuppression, patients with mechanical heart valves …).Obviously, the efficacy of non-surgical treatment in patients with suspected or confirmed COVID-19 has never been assessed.']"
4e99cf738efa156d1ff89926ad93dd674155320e,"['symptoms and signs, contacts with positive persons in the previous 14 days) and physical examination; • 2 days before admission: RT-PCR test, chest x-ray and laboratory tests (complete blood count, C-reactive protein, serum procalcitonin, hepato-bilio-pancreatic and renal function parameters, lactate dehydrogenase, D-dimer, hemostasis parameters, serum ferritin); • 12-14 days after discharge: RT-PCR test and fecal test.']"
136d068ac5d3e5abaedf3a4690b8713a5df3fc88,"['We must therefore anticipate conditions that will prevail at the resumption of surgical activity and determine which parameters will allow such resumption in good safety conditions: a reduction in COVID-19 linked hospitalizations, clearly established circuits for treating COVID-19-patients, the exclusive use of single rooms, and the absence of infection in admitted patients and nursing staff, confirmed by systematic and reliable diagnostic tests which may consist of a PCR, or serology to determine immunity when it becomes available for routine use, and/or a thoracic CT.']"
d3a1699f0d287bdf87132875b16c53a56a8d9d5d,"['COVID-19-related digestive symptomsThe coronavirus spike protein is capable of binding to the receptor of the angiotensin-converting enzyme 2 (ACE2), entering into the infected cell, and interacting with the serine protease TMPRSS2, thereby provoking viral replication in the contaminated tissue.']"
d07e81d74780f2e12e82666f5b3fc8f942cc2810,"[""These documents include three presidential addresses; one presidential message, one administrative committee message; one document in support of a position paper from a national general surgery society, one audio interview; one weekly webinar series discussing a variety of COVID-19 topics of interest to neurosurgeons; two webinars, two links to national neurosurgical societies where a specific COVID-19 section was present; one article offering advice on triaging non-emergent neurosurgical procedures; one regional update from departments of neurosurgery located in a region severely affected by COVID-19; eight links to scientific manuscripts or letters to journal editors reporting neurosurgically-relevant aspects of COVID-19; two surveys designed to understand how neurosurgical departments are facing the epidemic; one handbook describing methods to prevent and treat COVID-19 according to clinical experience; one statement from a national neurosurgical society; two recommendations on elective surgery; one neurosurgeon's guide to pulmonary critical care of COVID-19; eleven documents reporting government information and resources; one telemedicine services coding white paper; three links to major international scientific journals' COVID-19 information for continuing medical education and clinical information; ten advocacy efforts dedicated to a number of political recommendations, including how to support and sustain physicians and their practices during this unprecedented national emergency through tax relief, no interest loans, direct payments, payment for virtual visits including telephone calls and other measures; and 3 obituaries dedicated to neurosurgeons and doctors that have been lost due to the disease.""]"
049498aac6e55a04d387da4d744e40d78de23e31,"['Additionally, open approach should be avoided in order to reduce length of hospital stay and potential postoperative morbidity, thus reducing inhospital spread of nosocomial infections and Covid-19 ) [1, 5, 9] .In a recent systematic review analyzing current clinical studies in Primary CNS Lymphoma and in a Level III, single center, retrospective, nonrandomized observational study, the authors found that life expectancy and patient-reported outcomes were found to be superior at 3-year follow-up when using GKRS combined with methotrexate (MTX) compared with MTX only [7] .', 'Although concerns have been raised regarding the use of GKRS, a systematic review published in this year provides support for use of radiosurgery when encountering the challenging situation of multiple patient comorbidities and the inability to proceed with chemotherapy due to systemic instability or the inability to receive in-patient medical treatment due to COVID-19 outbreak [9] .Standard treatment (ST) for PCNSL consists of different methotrexate-based chemotherapy regimens associated with whole brain radiotherapy (WBRT) [2] [3] [4] .Unfortunately, ST requires high-dosage regimens that can result in methotrexate toxicity and a broad range of serious side-effects, especially in elderly or immunocompromised patients [1] .']"
821ac6fe434122ec2c5d6c85449b5bf32e97e44f,"['16 The patient was treated with IV ceftriaxone, vancomycin, acyclovir, corticosteroids and levetiracetam.']"
43ef042fcbf0489e4bc145bec0a44bdc48916903,"['12In Mexico, we have witnessed direct aggression to nurses on public transport, with people 249 covering them with Chloride 34 Rationality and respect must prevail to health care providers; 250 we must search for local government policies that protect healthcare workers from 251 aggressions too.']"
b37df75e45ecce058039b98200bfb63e698cc5c7,"[""Additional specific precautions should be taken during procedures involving the airways, regardless of the patient's Covid-19 status such intubations / extubations, endoscopy, endonasal surgeries, adenoidectomies / tonsillectomies, but also by extension middle ear surgeries since the latter is lined with respiratory mucosa.-The FFP2 mask should then be worn for all staff members present in the operating theatre.-If possible, the procedure should be performed in negative pressure operating rooms, with air filtration/purification system; this should be discussed with the medical officer of health care structure.-Techniques favouring the suspension of infected tissue micro-fragments should be avoided as much as possible: drilling, microdebrider and possibly also monopolar electrosurgical unit, laser, radiofrequency tip, coblation probe, microdebrider blade.""]"
cb9bf4f1d991ba4633bef250382f186ab2ce15b2,"[""Flare-ups of Ménière's diseaseSymptomatic or etiopathogenic treatment is delivered after teleconsultation (betahistine, acetazolamide, acetylleucine).""]"
5ffcff3a2dc81e708c23c951f4e3e959da7a08a6,['Captopril was withdrawn in the emergency room prior to confirmation of the diagnosis.']
34022ae0c7834826cb00262f2ce90838ee38d0f7,"['Although not all patients are candidates for this type of care, the COVID-19 pandemic has shown that home care can, in many cases, substitute for admission to a psychiatric hospitalization unit, especially in situations such as the current one where many psychiatric wards have had to be converted into COVID-19 wards, and it allows certain treatments such as long-term injectables 9 to be given, white blood cell counts to be monitored in patients treated with clozapine 7 , and lithium levels to be checked.']"
db1ea932f673a46b4229464a61d7d14bb8bb05bb,"['Inflammation is thought to underpin severe COVID-19, as laboratory in-vestigations have also found elevated plasma levels of proinflammatory cytokines such as interleukin-1 beta (IL-1b), interleukin-8 (IL-8), and tumor necrosis factor alpha (TNFa) in severe COVID-19 patients (Huang et al., 2020) .', 'If this is proven correct, licensed IL1 or IL1 receptor antagonists-such as canakinumab and anakinra, respectively-could potentially be repurposed to treat COVID-19 patients to prevent respiratory dysfunction.']"
2c6ba8d8d1f583c2366f7f5f9e840aa55275cf7d,"['describe two main features preceding severe respiratory failure associated with COVID-19: the first is macrophage activation syndrome; the second is defective antigen-presentation driven by interleukin-6.', 'Results revealed that approximately one fourth of patients with SRF have MAS and that most patients suffer from immune dysregulation dominated by low expression of HLA-DR on CD14 monocytes, which is triggered by monocyte hyperactivation, excessive release of interleukin-6 (IL-6), and profound lymphopenia.', ""Abbreviations are as follows: ALT, alanine aminotransferase; aPTT, activated partial thromboplastin time; AST, aspartate aminotransferase; APACHE, acute physiology and chronic health evaluation; CCI, Charlson's comorbidity index; INR, international normalized ratio; PSI, pneumonia severity index; SD, standard deviation; SOFA, sequential organ failure assessment Immune classification of patients with SARS-CoV-2 was performed by using the tools suggested for bacterial sepsis, i.e., ferritin more than 4,420 ng/mL for MAS (Kyriazopoulou et al., 2017) , and HLA-DR molecules on CD14 monocytes lower than 5,000, in the absence of elevated ferritin, for the immune dysregulation phenotype (Lukaszewicz et al., 2009) ."", 'The IL-6 Blocker Tocilizumab Partially Rescues the Immune Dysregulation Driven by SARS-CoV-2 Sepsis-induced immunoparalysis is characterized by profound deficiency of monocytes for cytokine production upon ex vivo stimulation (Giamarellos-Bourboulis et al., 2011) .', 'The expression of HLA-DR on CD14 monocytes was strongly inhibited by COVID-19 plasma from patients with immune dysregulation but not by plasma from patients with an intermediate immune state of activation ( Figures 5C-5F ); the addition of the specific blocker of the IL-6 pathway Tocilizumab partially restored the expression of HLA-DR on monocytes of all patients with immune dysregulation (Figures 5E and 5F ).', 'Treatment with Tocilizumab in six patients was accompanied by increase of the absolute lymphocyte blood count within the first 24 h ( Figure 5G ).', 'Six patients with immune dysregulation were treated with single intravenous infusion of 8 mg/kg of Tocilizumab (RoAcremra, Roche) based on the National Health Care off-label provision for COVID-19.', 'Absolute lymphocyte blood counts were compared before and after Tocilizumab infusion.']"
e5cbf870581f4c0bba40c496623aa733281e82c8,"['It involves use of horseradish peroxidase conjugate (ENZO, catalogue #ADI-950-113-0100) and an HRP-conjugated compact polymer system, with DAB as chromogen.']"
14215fd5860f7d1bf2d1cacef183608898d279e3,"['Recently, CCT has showed the ability to detect myocardial damage (2,3) through late iodine enhanced scans.']"
79e180c7f621d8bd91f6f9dd5d40cb87ccd64b73,['Alors que ce sont des manuscrits non encore relus et acceptés par des pairs.']
bde928cce12d46add006f9daf54a922d6374472a,"[""Disons plutôt, pour faire simple, que le COVID-19 est (encore pour le moment, car on verra plus tard des complications chroniques se révéler chez les survivants) une maladie « aiguë », parce que ses complications parfois mortelles apparaissent en quelques jours ou quelques semaines, alors que dans le cas des maladies « chroniques » classiques, cela prend des années : on a donc du temps pour les éviter, par exemple par l'éducation thérapeutique.-Le deuxième changement de la médecine se situe au niveau de la nature de la rencontre médicale que nous évoquions plus haut.""]"
dda279eb76f13d551fa81fe4eaa4526b6314b9c9,"['In addition, remdesivir was also incoprated in the analysis as its therapeutic potential to COVID-19 is recently suggested by Wang et al.', 'Therefore, we further applied the MT-DTI model to repurpose those FDA-approved drugs that have the potential to inhibit key proteins of SARS-CoV-2.The SARS-CoV-2 3C-like proteinase was predicted to bind with atazanavir (Kd 94.94 nM), followed by remdesivir, efavirenz, ritonavir, and other antiviral drugs that have a predicted affinity of Kd > 100 nM potency (Table 1) .', 'For example, a docking study of lopinavir along with other HIV proteinase inhibitors of the CoV proteinase (PDBID 1UK3) suggests atazanavir and ritonavir, which are listed in the present prediction results, may inhibit the CoV proteinase in line with the inhibitory potency of lopinavir (27) .', ""Among the prediction results, atazanavir was predicted to have a potential binding affinity to bind to RNA-dependent RNA polymerase (Kd 21.83 nM), helicase (Kd 25.92 nM), 3'-to-5' exonuclease (Kd 82.36 nM), 2'-O-ribose methyltransferase (Kd of 390.67 nM), and endoRNAse (Kd 50.32 nM), which suggests that all subunits of the COVID-19 replication complex may be inhibited simultaneously by atazanavir (Tables 2-6 )."", ""Also, ganciclovir was predicted to bind to three subunits of the replication complex of the COVID-19: RNA-dependent RNA polymerase (Kd 11.91 nM), 3'-to-5' exonuclease (Kd 56.29 nM), and RNA helicase (Kd 108.21 nM)."", ""Lopinavir and ritonavir, active materials of AbbVie's Kaletra, both were predicted to have a potential affinity to COVID-19 helicase (Table 3) and are suggested as potential MERS therapeutics (28)."", 'Recently, approximately $2 million worth of Kaletra doses were donated to China (29) , and a previous clinical study of SARS by Chu et al.', ""Another anti-HIV drug, Prezcobix of Johnson & Johnson, which consists of darunavir and cobicistat, was to be sent to China (29) , and darunavir is also predicted to have a Kd of 90.38 nM against COVID-19's helicase (Table 3) ."", 'However, there was no current supporting literature found for darunavir to be used as a CoV therapeutic.', 'Although remdesivir is not a FDA approved drug, its predicted potency to COVID-19 resulted as follows: against RNA-dependent RNA polymerase (Kd 20.', 'For example, remdesivir and chloroquine showed inhibitory effects against SARS-CoV-2 in vitro (31) .', 'Another in-vitro study showed that hydroxychloroquine was found to be more potent than chloroquine for inhibiting SARS-CoV-2 (32).', 'Remdesivir and lopinavir/ritonavir (Kaletra) also reduced pneumonia-associated symptoms of some COVID-19 patients (33, 34) .', 'For example, atazanavir, remdesivir, and efavirenz were the top three predicted drugs that may bind to the 3C-like proteinase of SARS-CoV-2.', 'This is while saquinavir, nelfinavir, and grazoprevir were the top three drugs identified by AutoDock Vina (Fig.', 'In contrast, AutoDock Vina predicted purmorphanime, lumacaftor, and verrucarin A were the top three drugs that could bind to the 3C-like proteinase of SARS-CoV-2.', 'Lastly, atazanavir appears to be effective in the treatment of COVID-19 by showing overall high binding affinities among tested antivirals for six proteins of SARS-CoV-2 including 3C-like proteinase and the replication complex components (Tables 1-6 and S1-6).', 'Remdesivir, which is not an FDA-approved drug, but regarded as a promising antiviral drug for SARS-CoV-2, was included in this analysis.']"
8a8b30981005e653163decfd7bf0358a952fe1a0,"['The transplanted patients were younger, with more frequent hospital admissions both in the ward and in ICU, they developed more pneumonia and a greater number of transplant patients were treated with lopinavirritonavir , hidroxychloroquine , steroids, and tocilizumab ; they also had received RAAS inhibitors more frequently before being infected.', 'The rate of hospital admissions are very high and the mortality is elevated; age and the development of pneumonia are risk factors for mortality, while the use of hydroxychloroquine could have had a protective effect, at least in dialysis patients .In Spain, SARS-CoV-2 infection has spread throughout all the Autonomous Communities.']"
6b9c634c3306eec3367529e4a6fe83fc270151b3,"['By February 24 th , 2020, the national lethality of Covid-19 was 3.17% 9 .Although a decision was made to use acyclovir, interferon-α and a traditional Chinese medicine, randomized controlled trials are needed to prove the safety and efficacy of these therapies.']"
a5d41731f93410cad241d58545a8034123cca834,"['Analysis of physicochemical parameters 117 revealed that the SARS-CoV-2 3CL pro polypeptide is 306 amino acids long with a molecular 118 weight of 33,796.64 Da and a GRAVY score of -0.019, categorising the protein as a stable, 119 hydrophilic molecule capable of establishing hydrogen bonds (Table 1) .', 'Herein, we selected the best of these (Nelfinavir, 169Prulifloxacin and Colistin) from three different drug repurposing studies [36, 37] and docked 170 them as controls in the present study (Fig.', ""(E) Docking of 5,7,3',4'-tetrahydroxy-2'-(3,3-dimethylallyl) isoflavone 360 inside the receptor-binding site of SARS-CoV-2 3CL pro , showing hydrogen bonds with the 361 catalytic dyad (Cys-145 and His-41)."", ""The 3CL pro structure is coloured dark blue, the 5,7,3',4'-362 tetrahydroxy-2'-(3,3-dimethylallyl) isoflavone is orange, and hydrogen coloured maroon.""]"
