"label","sentence"
2,"Although the long use of this drug in malaria therapy demonstrates the safety of acute chloroquine administration to humans, one cannot ignore the minor risk of macular retinopathy, which depends on the cumulative dose [52] , and the existence of some reports on cardiomyopathy as a severe adverse effect caused by chloroquine [53 , 54] ."
2,"Remdesivir is a monophosphoramidate prodrug of an adenine nucleotide analogue."
2,"Chloroquine was discovered by Hans Andersag in 1934."
2,"A RT-PCR was performed using extracted SARS-CoV-2 376 vRNA to amplify target genes corresponding to Structural and Non-structural proteins 377 of the virus (Table 1, (6)) using Platinum SuperScriptIII One Step RT-PCR system."
2,"Specifically, the mutations eliminate one hydrogen bonding with the receptor, but increase the coordination number (number of contacts) by 20%."
2,"Thus, a three-dimensional model of SARS-CoV 3CLpro in complex with baicalein was constructed by superimposing the crystal structure of SARS-CoV-2 3CLpro/baicalein with that of SARS-CoV 3CLpro/TG-0204998 (PDB code 2ZU4) (Fig."
4,"We previously emphasised interest in chloroquine for the treatment of viral infections in this journal [1] , predicting its use in viral infections lacking drugs."
0,"hydroxychloroquine is that results regarding efficacy in treating SARS-Cov-2 has been conflicting."
4,"Oseltamivir and zanamivir are neuraminidase inhibitors used for treating influenza, that are also being tested in RCT for treating COVID-19 patients (see table 2 )."
4,"Although currently there are noapproved antiviral drugs for the treatment of human coronavirus infections available,preclinical data with the nucleotide analog remdesivir (RDV) are promising, and human safetydata are available (1)."
0,"Prescribing hydroxychloroquine, chloroquine and azithromycin for COVID-19 prophylactic use is discouraged and not recommend by the Boards at this time."
0,"Similarly, the prevalence of death, ARDS, headache, increased leukocyte count, and increased lactate dehydrogenase were significantly higher in studies in which the proportion of older patients was larger (all p<0.05), and the prevalence of diarrhea, and elevated lactate dehydrogenase were significantly higher in studies in which the proportion of patients with any coexisting medical condition was larger (all p<0.05)."
4,"Hydroxychloroquine therapy was started (600 mg BID for 1 day followed by 400 mg daily over the next 4 days), the patient's respiratory status improved, and she was extubated eight hours after SICU admission."
4,"74 In addition, the inhibition of cyclophilins by cyclosporine A could block the replication of coronavirus of all genera, including SARS‐CoV as well as avian infectious bronchitis virus."
2,"We undertook a systematic review and meta-analysis investigating IL-6 dysregulation in patients diagnosed with COVID-19, and the potential role of IL-6 suppression with the administration of tocilizumab."
2,"The multiple molecular mechanisms by which chloroquine can achieve such results remain to be further explored."
0,"However, he failed to improve with standard treatment for ICI-pneumonitis (high dose steroids, infliximab) and was found to have SARS-CoV-2 infection by a nasal swab RT-PCR assay."
0,"Heparininduced thrombocytopenia (HIT) is a well-recognized complication of heparin therapy, and can occur spontaneously, independent of heparin."
4,"The results of our simulations are in line with those of a recent meta analysis of the so far available clinical data, showing that hydroxychloroquine may decrease disease severity but not viral clearance when administered to symptomatic COVID-19 patients [27]  "
4,"The remdesivir has also effectively inhibited virus infection in a human cell line (Huh-7 cells of human liver cancer) that is susceptible to SARS-CoV-265."
2,"ResultsType II membrane serine proteases (TMPRSS)-mediated cleavage can activate the fusion potential of SARS-CoV and MERS-CoV S protein and induce receptor-dependent syncytium formation28,29,38,39."
2,"Considering the current public health crisis, we aimed to unravel the potential drug target, molecular interactions and address the mechanism of action of Arbidol on SARS-CoV-2."
2,"Construction of adenoviral vectors and plasmidsThe codon-optimized gene encoding MERS-S1 (amino acids 1 to 725 of full-length MERS S, according to the GeneBank JX869059) lacking stop codon flanked with SalI & BamHI was amplified by PCR from pAd/MERS-S1 12 and was used to replace the ZIKV-E in in pAd/ ZIKV-Efl 40 at SalI & BamHI sites fused with BamH I-linked T4 fibritin foldon trimerization domain (f), Tobacco Etch Virus Protease (Tp), and six histidine tag (6H), generating plasmid pAd/MERS-S1f."
4,"For instance, Nelfinavir, an HIV-1 protease inhibitor to treat HIV, was prophesied to be a likely inhibitor of 2019-nCoV principal protease by different molecular docking computationalbased [5] ."
0,"Therefore, our findings imply that the development of COVID-19 may cause hepatic impairment in these patients, which is consistent with the observations that a large number of COVID-19 patients showed liver function abnormalities (Table S13 ) (6) .Besides, the reductions of dihydrouracil, an intermediate breakdown product of uracil and guanosine monophosphate (GMP) (29) , are proposed to be caused by the defects of human metabolism."
4,"On this basis, we assessed the safety of baricitinib therapy combined with lopinavir-ritonavir in moderate COVID-19 pneumonia patients and we evaluated its clinical impact."
2,"Fifteen heparin anticoagulated plasma samples (from day 2 to 22 post-symptom onset) 77 from SARS-CoV-2 infected patients were analyzed (Table S1 )."
4,"The latest version (6th edition) of the Guidelines for the Prevention, Diagnosis, and Treatment of COVID-19 by the National Health Commission (NHC) of China has recommended a combination regimen of protease inhibitors (lopinavir and ritonavir) with INF-α."
2,"We have identified 4/33 patients who acquired SARS-CoV-2 while these patients were treated with a PI containing regimen, consisting in boosted darunavir in all cases."
0,"In a recent Comment, Zhang et al[3] have analyzed the effects of the virus on liver and concluded that this pathogen can alter liver enzymes [alanine aminotransferase (ALT) and aspartate aminotransferase (AST)] in 14%-53% of cases, SARS-CoV-2 and as such an infection is present in 2%-11% of patients with known hepatic pathologies (chronic viral hepatitis, nonalcoholic fatty liver disease, alcoholic hepatitis, immune-mediated liver disease).The aim of this mini-review is to identify those studies who have considered liver involvement, especially hypertransaminasemia that occurred during COVID-19 infection, by searching through MEDLINE/PubMed and Google Scholar."
4,"For example, chloroquine, a rheumatological and antimalarial drug currently in clinical trial for COVID-19, has Z-Score=−1.82, indicating its proximity to SARS-CoV2 targets."
2,"Meanwhile, there was no significant increase in serum creatinine in critical group."
2,"Hydroxychloroquine may also exhibit downstream immunosuppressive effects by reducing IL-6 production from T cells and monocytes, 9 which may explain in part its use in autoimmune conditions."
0,"ganciclovir, acyclovir and ribavirin are not valid for 2019-nCoV [ 9]."
4,"In this respect, Wilson et al., showed that hexamethylene amiloride inhibitor has shown to block the E-protein ion channel conductance in cell membrane and inhibits replication of the parent coronavirus in cultured cells (Wilson et al., 2006)."
4,"There are in vitro studies that show both chloroquine and hydroxychloroquine inhibit SARS-CoV-2 in vitro, although hydroxychloroquine appears to be more potent [45]."
4,"Supply shortage of hydroxychloroquine, which remains needed for standard indications such as Lupus or rheumatoid arthritis should be prevented by a significant effort of pharmaceutical companies, already ongoing, for increasing the production of hydroxychloroquine specifically for COVID-19."
4,"A recent study indicated that remdesivir efficiently protected a human cell line against SARS-CoV-2 infection ."
4,"Recently, Elfiky used a computational approach to predict that Sofosbuvir, IDX-184, Ribavirin, and Remidisvir might be potent drugs against ."
2,"It was assumed that the percentage concentration of the cosolvent should not exceed 5% (in the case of ACN, DMSO, MEO, and URE), or should be about 1% in the case of BNZ and PHN phenol (see Supplementary Table S4 )."
0,"Aldosterone in turn increases ACE activity inducing further production of Ang II, leading to a potentially vicious cycle which perpetuates ARDS."
4,"In 22 April 2020 a clinical trial aimed to assess the Baricitinib effectiveness in severe COVID-19 has been authorized by the Italian Drug Agency (AIFA) [https://www.aifa.gov.it/sperimentazioni-cliniche-covid -19] ."
4,"Specifically, we hypothesized that Favipiravir would be superior to Arbidol in terms of improving clinical recovery rate at Day 7, and alleviating pyrexia, cough, and ARDS."
4,"ICMR recommends prophylactic use of hydroxychloroquine 400 mg twice a day on day 1, followed by 400 mg once weekly for next 7 weeksfor HCW managing suspected or confirmed COVID-19 patients [42] ."
4,"Chloroquine has shown to have antiviral activity in vitro and hydroxychloroquine was effective in reducing the viral carriage on day 6 of treatment (Gautret et al., 2020) ."
0,"Oseltamivir was also used in the management of 2019-nCoV; however, definite evidence of efficacy is inconclusive because of lack of suitable control group in the studies."
2,"Tocilizumab is a humanized monoclonal antibody that inhibits both membrane-bound and soluble interleukin-6 (IL-6) receptors."
0,"An earlier IV vitamin C trial of patients admitted to the ICU with pneumonia included hydrocortisone administration [4], however, systemic corticosteroid treatment has not been shown to have significant benefits in patients with COVID-19 [5]."
2,"The role of preparing the nasal and oral cavity with a 0.5% solution of povidone iodine on pledgets for its virocidal properties towards SARS-CoV-2 is unknown at this point in time [24] [25] [26] [27] but is considered an option at our institution."
2,"The patient was admitted with suspected SARS-CoV-2 with a 35 nasopharyngeal swab test of SARS-CoV-2 by polymerase-chain-reaction (PCR) assay pending 36and was started on ceftriaxone and doxycycline due to concern for superimposed bacterial 37"
4,"The recent publication of results showing the activity of chloroquine (CQ) against SARS-CoV-2 in vitro [7] , some experts and researchers also have been recommended the efficacy of this antimalarial drug in patients with COVID-19 [8, 9] ."
4,"We then used the Huh-7 cell model in a 96 well format to test the effects of multiple drugs that have been approved by the FDA for other medical applications, including chloroquine, arbidol, toremifene, clomiphene, amodiaquine, verapamil, and amiodarone."
2,"These drugs could form hydrogen bonds with one or more residues among Thr24-Asn28 and Asn119, theoretically, are capable to bind to author/funder."
4,"In addition, remdesivir was effective against many human and zoonotic coronaviruses, including HCoV-NL63, HCoV-OC43, HCoV-229E, mouse hepatitis virus (MHV) ( Betacoronavirus ), SARS-CoV and related bat coronaviruses WIV1 and SHC014 ( Betacoronavirus ), MERS-CoV and related bat coronavirus HKU5, and porcine deltacoronavirus ( Deltacoronavirus ) [17 , 20 , 21] ."
4,"Thus, in view of these results and the urgent clinical demand regarding SARS-CoV-2/COVID-19 pandemia, chloroquine phosphate should be recommended to treat COVID-19 associated pneumonia in larger populations [48] ."
0,"We have already seen other drugs, repurposed for COVID-19, including hydroxychloroquine 6 and lopinavir-ritonavir, 7 report disappointing findings so far in randomised trials after early promise."
4,"Antiviral drugs such as ribavirin, lopinavir-ritonavir have been used based on the experience with SARS and MERS."
0,"Here, we reported that serum IL-6 and lactate at the admission independently predicted poor outcomes of COVID-19 patients, after the adjustment with other significant factors in the univariate Cox analysis (Table 3) ."
4,"It was recently demonstrated that both angiotensin I converting enzyme 2 (ACE2) and the transmembrane protease, serine 2 (TMPRSS2) are crucial for SARS-CoV-2 entry into host cells."
2,"Although it is an approved treatment for influenza, less preclinical support has been established for favipiravir to treat SARS-CoV-2 compared to remdesivir."
2,"In this study, the binding of chloroquine, remdesivir, ribavirin and luteolin with main proteins of 2019-nCoV 5 (3CL protease, PLpro, RdRp, and spike protein) were carried out by computational methods."
4,"Remdesivir is an adenosine nucleotide analogue prodrug with broad-spectrum antiviral activity against filoviruses, paramyxoviruses, pneumoviruses, and pathogenic coronaviruses, like SARS-CoV and MERS-CoV (17)."
2,"In comparison with SARS-CoV, T487 is changed to asparagine (N501) in 2019-nCoV but alanine or serine in the other viruses."
4,"These effects of chloroquine on early phases of viral replication permit the attenuation of vertical transmission in an animal model of Zika virus infection, significantly reducing brain viral load, and make cells refractory to SARS-CoV infection in an in vitro model [4, 5]."
2,"The cellular serine protease TMPRSS2 also contributed to the S-protein priming of 2019-nCoV, indicating that the TMPRSS2 inhibitor might constitute a treatment option36."
4,"Among several potential drugs tested for efficacy in treatment of SARS-CoV-2 infection, 16 remdesivir (GS-5734; Gilead Sciences Inc., Foster City, CA, USA) is shown to be the most promising and hopeful anti-viral therapeutic."
4,"Tenofovir prodrugs are often used in combination with the drug emtricitabine as anti-viral medications."
4,"In the US, an adaptive Phase 2/3, randomized, double-blind, placebo-controlled study assessing efficacy and safety of sarilumab (NCT04315298), another anti-IL-6R antibody started on March 16, 2020, sarilumab binds to both membrane-bound and soluble forms of IL-6R.The clinical presentation of patients with severe forms of COVID-19 resembles cytokine release syndrome (CRS) observed in some oncology patients treated with CAR-T cell therapies."
4,"In summary, the developed PBPK model of nitazoxanide was successfully validated against clinical 370 data and based on currently available data, optimal doses for COVID-19 were estimated to be 700 371 mg QID, 900 mg TID or 1400 mg BID with food."
4,"As of now, remdesivir may be considered in patients with severe disease and respiratory failure (8) ."
0,"One group reported no significant difference in time to viral clearance between patients who received methylprednisolone orally (mild disease) or IV (severe) and those who did not ."
4,"There is currently in vitro evidence that remdesivir may be effective in controlling SARS-CoV-2 infection [56]."
4,"COVID-19 has once again brought remdesivir to the stage of clinical trials."
4,"We describe an algorithm that may help manage this combination therapy to mitigate the risk of TdP and describe the possible use of intravenous lidocaine to permit combination therapy that might not otherwise be possible."
4,"Broad spectrum antiviral drugs have been used in treating COVID-19 infection e.g oseltamivir, lopinavir, ritonavir and ganciclovir regimen; remdesivir and chloroquine regimen (Chen et al., 2020)."
2,"Considering only the Veneto male population ( TMPRSS2 is a member of the family of Type II Transmembrane Serine Proteases (TTSPs) that are involved in multiple physiological and pathological processes, including cancer and viral infections [6] [7] [8] ."
4,"In conclusion, we think that this vinorelbine formulation may be a valuable option allowing to treat frail lung cancer patients during Covid19 era."
4,"Mycophenolate exhibited strong antiviral effects on SARS-CoV and MERS-CoV as demonstrated in vitro studies, with its interaction with viral proteases [98]."
4,"Here, we describe the ability of heparin to inhibit cell invasion and bind the SARS-CoV-2 S1 receptor binding domain (RBD) and investigate the structural requirements and consequences of binding."
4,"Randomised evidence was needed following high-profile publications on the first US COVID-19 case 3 and the subsequent compassionate use of remdesivir in a 53-patient case series, 4 which, coupled with invitro and animal model evidence, had generated high expectations of remdesivir efficacy."
0,"Ribavirin has minimal drug-interactions of note; however, the following may increase the risk for myelosuppression when given in combination with azathioprine, linezolid, and amphotericin B."
2,"Allium sativum (garlic) 42 Quercetin 43 Astragalus membranaceus 44, 45 Mycelium mushroom extracts 46,47 as well as fruiting body extract of Agaricus blazeii 48 Mentha piperita (peppermint) 49 Andrographis paniculata 50 Green tea and green tea extracts 51, 52 Zinc 53 Vitamin A 54 [note: This study found that 25,000iu daily for 4 months in 84 women resulted in lower serum IL-1b and IL-1b/ IL-4 ratios in obese women."
4,"Here we present a 49-year-old male patient with comorbid conditions and presenting with multifocal COVID-19 pneumonia who we successfully treated with hydroxychloroquine."
2,"This is an investigator-initiated, multi-centre, randomised, open-label trial of nebulised heparin sodium in addition to standard care compared to standard care alone in 172 invasively ventilated ICU patients with suspected or confirmed COVID-19 infection."
2,"The data from SARS-CoV-1 are encouraging, but this must be weighed against the inferior performance in mouse models against MERS-CoV, the less potent in vitro activity compared with remdesivir and chloroquine for SARS-CoV-1, and limited data suggesting no advantage over standard care for SARS-CoV-2."
4,"Therefore, repurpose of existing antiviral agents including interferon, chloroquine (an antimalarial agent) and niclosamide (a broad spectrum anthelminthic) have attracted considerable attention and many trials are underway (4, 5) ."
2,"Viral attachment involves an interaction between S and the angiotensin-converting enzyme-2 (ACE2) on the surface of the target cell, and is followed by the priming of S by the cellular serine protease TMPRSS2, also attached to the cellular membrane, which eventually leads to the fusion between the cellular and the viral membranes 1, 6 ."
4,"Remdesivir and chloroquine were found highly effective in vitro for the control of 2019-nCoV infection (44)."
0,"HCQ was reported to increase the risk of neuropsychiatric adverse events when used with the antivirals indinavir, nelfinavir and ritonavir (one of the proposed medicines against SARS-CoV-2 infection) or aminoglycoside antibiotics at doses used for treating rheumatic diseases."
2,"Remdesivir is a nucleoside analog and a broad-spectrum antiviral [3, 38]."
4,"These patients were recruited and screened, and eligible patients were enrolled and treated with danoprevir boosted by ritonavir in the presence or absence of interferon nebulization (as the background therapy) for 4 to12 days until being discharged from the hospital."
2,"48B/2020 emissions of nitrogen oxides into the atmosphere is the combustion of fossil fuels from stationary sources (heating, power generation) and motor vehicles."
4,"After suspension of fingolimod, she developed CRS and acute respiratory distress syndrome (ARDS) and was successfully treated with tocilizumab."
4,"Following the discovery in China of the in vitro activity of chloroquine against SARS-CoV-2, discovered during culture tests on Vero E6 cells with 50% and 90% effective concentrations (EC 50 and EC 90 values) of 1.13 μM and 6.90 μM, respectively (antiviral activity being observed when addition of this drug was carried out before or after viral infection of the cells) [3] , we awaited with great interest the clinical data [14] ."
0,"Recommendation 16: For severe COVID-19 patients with coagulation dysfunction, heparin flush during vascular access placement should be avoided"
2,"In accordance with the recommendations of the National and Regional Health Authority for the pandemic outbreak, CV decided to stay at home, assuming only intermittent therapy to improve myalgia (diclofenac)."
4,"The Italian Drug Agency already triggered several clinical research studies involving remdesivir e tocimizulab and other drugs with originally different therapeutic indications, which -despite great expectations from the public -wait for scientific validation for anti-coronavirus use (5) "
0,"COVID-19 predominantly affects male gender and old age with comorbidities, including especially lung disease, arterial hypertension (AH) and diabetes mellitus (DM) (6) ."
4,"Interestingly, fingolimod, a S1P modulator licensed for MS, is being tested as a treatment for COVID-19 associated ARDS (continued on next page) G. Giovannoni, et al."
4,"12, 13 Other drugs, such as ribavirin, interferon, lopinavir-ritonavir, and corticosteroids that have been used in patients with the 2003 SARS or the 2012 Middle Eastern Respiratory Syndrome, are candidates for investigation."
2,"There are currently 12 registered trials to investigate convalescent plasma or immunoglobulins in COVID-19 (Table 1A : Plasma-Based Therapies).Alternative Treatment Strategies Various other treatment strategies are currently under investigation, including the antifibrotic/inflammatory agent pirfenidone (used in treatment of idiopathic pulmonary fibrosis), and the antiangiogenic agents: bevacizumab (anti-VEGF) and thalidomide (Table 1A : Antifibrotics and Antiangiogenics)."
4,"A huge number of patients are being treated with chloroquine during the COVID-19 pandemic."
0,"In our study, after the patients met the discharge standards of the current COVID-19 treatment scheme (trial version fifth) 8, there were still four patients with absolute value of lymphocytes and two patients with blood phosphorus level not returning to normal."
2,"In the larger case series 56 , 124 patients were treated with oseltamivir combined with antibiotic therapy in 89 patients and combined with glucocorticoids in 62 patients (Appendix 4)."
4,"Remdesivir has been D 1 6 5 X Xapproved by the Food and Drug Administration (FDA) for a National Institutes of HealthD 1 6 6 X X-sponsored randomized controlled clinical trial for hospitalized COVID-19 patients with advanced symptoms (ClinicalTrials.gov identifier NCT04280705)."
4,"The first COVID-19 patient in the USA was successfully treated with remdesivir for the progression of pneumonia on day 7 of hospitalization in January, 2020."
4,"These preliminary results on 12 patients with moderate COVID-19 pneumonia confirmed the safety of baricitinib therapy in a clinical context different from RA 7 ."
4,"We tested the ability of the active triphosphate forms of both tenofovir and emtricitabine to be incorporated by the SARS-CoV-2 RdRp."
4,"Regeneron Pharmaceuticals and Sanofi are also conducting a phase II and a phase III trial on Kevzara (sarilumab), an IL-6 receptor antagonist, in severe and critical COVID-19 patients (NCT04315298)."
4,"In a lethal murine model of MERS, remdesivir was superior to a regimen of combined interferon beta and lopinavir-ritonavir."
4,"Preliminary results showed that chloroquine phosphate had apparent efficacy in treatment of COVID-19 73."
2,"Similarly, induction with liposomal daunorubicin and cytarabine can be administered as an outpatient in patients with AML following MDS, therapy-related AML, or those with MDS-related cytogenetic abnormalities."
4,"Notably, inhibition of mTOR with sirolimus reduced MERS-CoV infection by ~60% in cell-based studies 21 ."
0,"They argued that coronaviruses bind to angiotensin-converting enzyme-2, and ibuprofen administration can increase the bioavailability of angiotensin-converting enzyme-2, therefore potentiating and enhancing the infectious processes of coronaviruses."
4,"One promising example could be remdesivir, which interferes with the viral polymerase and has shown efficacy against MERS in mouse models33."
0,"In this regard, one of the hottest controversies is the hydroxychloroquine (HCQ) efficacy for the COVID-19 patients."
2,"It is also necessary to determine whether the benefit of chloroquine therapy depends on the age of the patient and the clinical presentation or stage of the disease [70] ."
0,"Baricitinib, for example, is a rheumatological drug currently in trial for COVID-19 and all diffusion-based pipelines rank it higher than tocilizumab, a drug also indicated for rheumatological and severe inflammatory diseases with no proven COVID-19 relevance."
4,"Remdesivir (GS-5734) is a 1′-cyano-substituted adenosine nucleotide analog prodrug and shows broad-spectrum antiviral activity against several RNA viruses."
2,"Furthermore, it is also not clear how remdesivir can evade the proofreading activity of SARS-CoV-2 to prevent itself from being cleaved by ExoN.To elucidate the mechanisms of remdesivir inhibition on RdRp and ExoN, we conducted an aggregation of 12.6 µs all-atom molecular dynamics (MD) simulations of the nsp12-nsp7-nsp8 and nsp14-nsp10 complexes in SARS-CoV-2."
2,"angiotensin converting enzyme 2 [ACE2] or transmembrane serine protease 2 [TMPRSS2], essential host proteins for SARS-CoV-2 priming and cell entry (66) to modulate the host-pathogen interface."
2,"In January 2020, a 53-year-old gentleman with a background of asthma on long-term low dose inhaled corticosteroid inhaler had an acute exacerbation of his asthma in February 2020 triggered by a viral upper respiratory tract infection and acute sinusitis and was managed with bronchodilator nebulization and a 7-day course of oral prednisone 30 mg daily."
4,"Furthermore, also amiodarone has been suggested as a possible inhibitor of SARS coronavirus spreading by its ability to interfere with the endocytic pathway [28]."
4,"Currently a large clinical trial is taking place, where thousands of health workers will receive CQ or hydroxychloroquine (HCQ) to assess the two drugs' prophylactic potential (6) ."
4,"A rapid influenza test, conducted simultaneously, was positive for influenza A virus, and she was started on oseltamivir with ceftriaxone 2 g/day and azithromycin 500 mg/day to cover possible bacterial infections."
2,"We identify a distinct four residue insert (featuring two arginine residues) that maps to the S1/S2 priming loop of SARS-CoV-2, which is missing from all other SARS-CoV-related viruses but present in MERS-CoV S and in many other coronaviruses."
2,"Conclusion: The implications fingolimod has on COVID-19 are complex."
0,"They reported that 14.4% of the COVID-19 patients in the study showed elevated levels of serum creatinine upon admission."
2,"The concentration of teicoplanin required to inhibit 50% of viruses (IC 50 ) in vitro was 1.66 μM, which is much lower than the concentration reached in human blood (8.78 μM for a daily dose of 400 mg) [7] ."
2,"In addition, pitavastatin, perampanel, and praziquantel might author/funder."
2,"Furthermore, this study supports the repurposing of heparin and its derivatives as antiviral agents, to provide a rapid countermeasure against the current SARS-CoV-2 outbreak and future emerging viral diseases."
2,"Therefore, non-immunosuppressive derivatives of cyclosporine A might serve as broad-range CoV inhibitors applicable against emerging virus like 2019-nCoV, which still needs to be confirmed by clinical studies in the future."
2,"The scope of these guidelines will change based on emerging data from our colleagues in other specialties, such as whether thromboprophylaxis regimes, or the process of taking informed consent need to be altered in patients requiring intravenous immunoglobulin therapy, given the concerns about prothrombotic states in COVID-19.Moreover, given the possibility that a significant driver of pathology may be related to an overactive immune state, it remains an open question whether certain immunosuppressive agents may be beneficial, such as has been suggested in a case report of ocrelizumab in multiple sclerosis [51] ."
4,"Combination therapy with 2019-nCoV specific monoclonal antibodies and remdesivir can be considered as the ideal therapeutic option for 2019-nCoV (Cohen 2020)."
4,"On February 5, 2020,a phase 3 randomized, quadruple-blind, placebo-controlled clinical trial was registered atCapital Medical University, with the goal to determine safety and efficacy of remdesivir inpatients with mild to moderate SARS-CoV-2 infection (NCT04252664, since suspended).78 A day later, a second trial (NCT04257656, since terminated) was registeredat the same location, focused on patients with advanced COVID-19 respiratory disease."
4,"The recent integrative antiviral drug repurposing analysis implicated another ARB—irbesartan—as a potential repurposable medication for COVID-19 hypokalaemia was reported as a fairly common manifestation of COVID-19 (possibly through increased kaliuresis rather than gastrointestinal loss).38 Hypokalaemia in COVID-19 patients is difficult to manage, correlates with the severity of the disease, and has been suggested to be driven by activation of the RAAS.38 ACEIs or ARBs might offer some protection in this setting."
4,"Remdesivir is an anti-viral that was seen to both prevent and treat infection caused by MiddleEast respiratory syndrome coronavirus in monkeys (76) ."
4,"In a cohort of patients hospitalized for severe Covid-19 who were treated with compassionate use remdesivir, clinical improvement was observed in 36 of 53 patients (68%) [25]."
4,"While anecdotal, hydroxychloroquine and azithromycin have shown potential in both prophylaxis and treatment of patients with COVID-19."
4,"Disinfection could therefore be achieved using 30 minutes at 56 o C, ether, 75% ethanol, chlorine-containing disinfectants, peracetic acid, or chloroform."
4,"Remdesivir (GS-5734), (CAS number: 1809249-37-3), is a novel small-molecule adenine nucleotide analogue antiviral drug that has shown efficacy against Ebola virus in rhesus monkeys."
2,"If these clinical trials have been adequately performed and their results are convincing, they are either in press or will be published very soon in a top-tier scientific journal, just like the recent article evaluating lopinavir and ritonavir published in the New England Journal of Medicine."
4,"Further, some patients tested positive for influenza virus antibodies, so oseltamivir antiviral therapy was used."
2,"This article starts from the structure, immunogenicity, and pathogenesis of infection of the SARS-CoV-2, and then analyzes the feasibility of conducting trials and putting into clinical use of COVID-19 from the pharmacological characteristics and successful cases of remdesivir."
0,"In December 2019, a novel coronavirus, named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged from China causing pneumonia outbreaks, first in the Wuhan region of China and then spread worldwide because of its probable high transmission efficiency."
0,"However, COVID-19 patients treated with methylprednisolone were sicker and had a higher pneumonia severity index than those patients who did not receive methylprednisolone."
0,"As the majority of our patients (22/33) was treated with tenofovir alafenamide or tenofovir disoproxil fumarate, including those developing severe or critical disease, our cohort data indicate no or only minimal clinical effect of tenofovir against SARS-CoV-2"
2,"The ChAdOx1 nCoV-19 vaccine, produced in a partnership between The University of Oxford's Jenner Institute and Italian pharmaceutical manufacturer Advent Srl, consists of an attenuated adenovirus capable of producing the spike (S) protein of SARS-CoV-2, allowing for the formation of endogenous antibodies against these proteins and, consequently, against SARS-CoV-2 [80] .Currently, there is no conclusive evidence that ibuprofen and other anti-inflammatory drugs increases the risk of serious complications or of acquiring the virus that causes COVID-19."
2,"An analysis of the structure of SARS-CoV-2 complex with ACE2, reveals that most hydrogen bonds between protein S and ACE2 involve the helix H1 (residues 20-52) and the C-terminal part of helix H2 (residues 56-82) of ACE2 [10] ."
0,"Indeed, hydroxychloroquine use in Covid-19 patients has been associated with cardiac toxicity."
0,"Interestingly, hydroxychloroquine (Plaquenil), an antimalarial drug, has also been reported to downregulate the expression of toll-like receptors (TLRs) and IL-6 production, and therefore may have potential anti-COVID-19 activity [supplementary materials 3]."
2,"The potential use of endocytosis inhibitors such as Amiodarone (Stadler et al., 2008) and chlorpromazine in coronavirus infection is further discussed here .The situation with targeting autophagy seems unclear."
4,"This approach proved feasible for combating the Zika, yellow fever and chikungunya outbreaks experienced in Brazil over the past 5 years, when our group demonstrated that sofosbuvir, a blockbuster drug against hepatitis C, could represent a compassionate countermeasure against these diseases [25] [26] [27] [28] [29] .Currently, the rate of SARS-CoV-2 dissemination has become one of the most rapidly evolving pandemics known in modern times with the number of cases and deaths doubling every week and the peak of the pandemic has yet to arrive 6 The copyright holder for this preprint (which was not peer-reviewed) is the ."
4,"Broad-range combinational therapies, including lopinavir and interferon antiviral peptides, can also be evaluated and examined, as these agents have shown significant effects against MERS in nonhuman primates (1)."
2,"Although there is currently no known effective treatment for COVID-19, reports of the use of oseltamivir, lopinavir/ritonavir, and antibiotics have been reported despite the WHO making no recommendation for the use of antiviral drugs, antibiotics, or glucocorticoids (22) ."
2,"It involves use of horseradish peroxidase conjugate (ENZO, catalogue #ADI-950-113-0100) and an HRP-conjugated compact polymer system, with DAB as chromogen."
0,"reported their case series of 5 COVID-19 cases in France, of whom 3 with at least severe illness requiring ICU monitoring received remdesivir."
4,"Tocilizumab is known to improve insulin resistance and reduce HbA1c in patients with rheumatoid arthritis and diabetes mellitus (42) ."
2,"Remdesivir is now being tested in several clinical trials designed to evaluate its efficacy and safety for the treatment of COVID-19."
2,"This analysis provides a rational dose optimisation for nitazoxanide for treatment and prevention of 341 COVID-19."
2,"Both servers predictions were consistent and provide six possible positions where a Arbidol could potentially interact with the spike glycoprotein ( Fig."
4,"In vitro cell cultures, HCQ seems to be a more potent inhibitor of infection with SARS-CoV-2 than chloroquine (14, 15)."
